feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,label
371.0285323,0.01459722596,1,0,0,0,0,1,0,0,0,0,56.96303959,0.8733540126,0
447.7329813,0.5838252397,0,0,1,0,0,0,0,0,1,0,2.149547245,0.01673442006,1
375.5807367,0.1293770686,0,1,0,0,0,0,0,0,1,0,14.20567385,0.3651308571,1
177.1988015,0.1488940868,0,1,0,0,0,0,1,0,0,0,1.000725426,0.3419222073,1
405.5010469,0.02651014009,1,0,0,0,0,0,0,0,0,0,48.75009158,0.2796804953,0
399.7801275,0.02753698057,1,0,1,0,0,0,1,0,0,0,54.82639267,1.28173556,0
52.58385907,0.00845679264,0,0,1,0,0,0,0,0,0,0,0,0,0
370.8606844,0.02488599576,1,0,1,0,0,0,0,0,0,0,14.76386331,1.407226383,0
401.5514248,0.7324098,0,1,0,0,0,0,0,1,0,0,1.508781881,0.4882443094,1
398.8907818,0.1870631844,1,0,0,0,0,1,0,0,0,0,10.24664432,0.5134509393,0
0,0.06661939572,0,0,0,0,0,1,0,0,0,1,0,0,0
137.1100261,0.682741464,0,1,0,0,0,0,0,1,0,0,0,0.2057370426,1
127.1414873,0.4683762789,0,1,0,0,0,0,0,1,0,0,1.118033989,0.3684242018,1
37.38164687,0.1119761142,0,0,0,1,0,0,0,0,0,0,0,0.5450237134,0
225.2384205,0.09749504646,1,0,0,0,0,1,0,0,0,0,26.4756964,1.071023218,0
147.656441,0.03981089725,1,0,1,0,0,0,0,0,0,0,87.68124087,1.650752486,0
0,0.0194724181,0,0,1,0,0,0,0,0,0,1,0,0,0
252.367943,0.02562086378,0,0,1,0,0,0,0,0,0,0,11.63730641,1.026943872,0
0,1.30E-05,0,0,1,0,0,0,0,0,0,0,0,0.6060915267,0
234.3073599,0.03905232809,0,0,0,0,0,0,0,1,0,0,5.294264799,0,0
239.2101482,7.34E-06,1,0,0,0,1,0,0,0,1,0,1.810463415,0.9862258981,0
250.0015365,0.272005323,1,0,0,0,0,1,0,0,0,0,37.50262617,0.8237923901,0
268.237572,0.08684605715,1,0,1,0,0,0,0,0,0,0,65.89280015,1.712374104,0
454.8108152,0.5555551396,0,0,1,0,0,0,0,1,0,0,0,0.08414510133,1
23.67063888,0.1980267891,1,0,0,0,0,1,0,0,0,0,12.01388086,0.5454545455,0
453.3362268,0.001007117325,0,0,0,0,0,0,0,0,1,0,2.042048108,0,0
322.4513198,0.01431185154,1,0,1,0,0,0,0,0,0,0,58.79180377,0.8759784144,0
443.5491047,0.02180403803,1,0,0,0,0,1,0,0,0,0,171.9296368,0.7903291016,0
316.3173305,0.007840898755,1,0,1,0,0,0,0,0,0,0,226.9812768,0.6761656602,0
454.8108152,0.3296979699,0,0,0,0,0,0,0,1,0,0,0,0.09144591541,1
17.76452115,0.7182277557,0,0,1,0,0,0,0,0,0,0,0,0,1
61.19547877,0.0001117693943,1,0,0,0,1,0,0,0,1,0,0.7071067812,0.258689646,0
38.78176668,0.9687964799,1,0,1,0,0,0,0,0,0,0,3,0.347507122,0
73.87220139,0.1569974578,1,0,0,0,0,1,0,0,0,0,20.74447718,0.5670990946,0
156.8132111,0.9409173468,0,1,0,0,0,0,0,1,0,0,0,0.0901871618,1
0,0.2995050679,0,0,0,1,0,0,0,0,0,1,0,0,0
356.2021449,0.02355091295,1,0,1,0,0,0,0,0,0,0,120.6275259,0.8076889161,0
135.3118207,0.139233726,0,0,0,1,0,0,0,0,0,0,64.34671709,0.8746104176,0
315.1958214,0.4098174992,0,1,0,0,0,0,1,0,0,0,0.1856953382,0.6826186355,1
45.97931373,0.1064978289,0,1,0,0,0,0,0,0,1,0,0.5773502692,0.5540262434,0
178.2492944,0.7710136118,1,0,0,0,0,0,0,0,0,0,23.53720459,1.035495313,0
364.6795395,0.06272656627,1,0,0,0,0,0,1,0,0,0,30.91753691,1.828930199,0
15.74176279,0.03826129412,1,0,0,0,0,0,0,0,0,0,3.888730155,1.363953298,0
195.7747436,0.01613081263,1,0,1,0,0,0,0,0,0,0,33.96444219,1.480525325,0
164.4965403,0.77437648,0,0,0,0,0,0,0,1,0,0,3.777274979,0.2338546426,1
452.9662979,0.0008666413983,0,0,0,0,0,0,0,0,1,0,1.878734752,0,0
454.8108152,0.0121151064,1,0,1,0,0,0,0,0,0,0,46.28174586,1.076703843,0
152.2729146,0.1006688565,1,0,0,0,0,1,0,0,0,0,80.90065925,0.8385254916,0
273.9142268,0.754982431,0,1,0,0,0,0,0,1,0,0,3.010849945,0.2848787107,1
420.2038565,0.1594824883,1,0,1,0,0,0,0,0,0,0,9.4736044,0.995180581,0
28.76954801,0.3097986676,0,0,1,0,0,0,1,0,0,0,0.8366600265,0.7713443334,0
42.65289526,0.9253326768,0,1,0,0,0,0,0,1,0,0,7.668115805,0.5102231291,1
58.44682039,0.07466732322,1,0,1,0,0,0,0,0,0,0,6.162965427,0.5543043876,0
437.3482164,5.39E-06,1,0,0,0,1,0,0,0,1,0,10.02365623,0.6574516809,0
454.8108152,0.01117252307,1,0,0,0,0,1,0,0,0,0,1.018765803,0.8591636599,0
454.8108152,0.1259856836,1,0,1,0,0,0,1,0,0,0,68.26869989,0.5421048027,0
445.8391414,0.5395576214,0,1,0,0,0,0,1,0,0,0,23.83661265,0.2515285566,1
126.3166009,0.4099256561,1,0,1,0,0,0,1,0,0,0,5.691364126,0.3643357576,0
221.7299759,0.004677916531,0,0,1,0,0,0,0,0,0,0,0,0.006341764854,0
448.8629886,0.1712485715,0,1,0,0,0,0,0,0,1,0,4.470367963,0.06943910679,1
232.7475283,0.05758242547,0,0,0,1,0,0,0,0,0,0,247.4873734,0.4856309701,0
454.8108152,0.06067187867,1,0,1,0,0,0,0,0,0,0,59.03584309,0.7547905494,0
148.9435915,0.002559467952,1,0,0,0,0,0,0,0,0,0,37.96426892,0.4879461654,0
100.8879299,0.003298942946,1,0,1,0,0,0,0,0,0,0,76.072334,0.6798120537,0
371.9951658,0.05771153357,1,0,1,0,0,0,0,0,0,0,42.44264103,0.976603213,0
397.5521226,0.8330841222,0,0,0,0,0,0,0,1,0,0,1.315191898,0.1523797904,1
0,0.1512279745,0,0,0,1,0,0,0,0,0,1,0,0,0
203.8143114,0.03857252993,0,0,0,1,0,0,0,0,0,0,0,1.206034828,0
354.4517667,0.05362444351,1,0,0,0,0,1,0,0,0,0,23.87168077,1.210576568,0
169.74298,0.02198927362,1,0,1,0,0,0,0,0,0,0,78.80545666,1.09431901,0
258.3718542,0.02239990053,1,0,0,0,0,1,0,0,0,0,51.12435819,0.3356443671,0
303.8077106,0.0003060054876,1,0,1,0,0,0,0,0,0,0,272.9432175,0.2359530188,0
143.2210276,0.5626848088,0,1,0,0,0,0,0,1,0,0,3.229071164,0.5000196233,1
224.9954001,0.5261818945,0,1,0,0,0,0,0,1,0,0,5.807915638,0.656416651,1
336.513083,0.0003152328282,1,0,0,0,0,0,0,0,0,0,55.15432893,0.7431871037,0
350.0964392,0.3060392304,0,1,0,0,0,0,0,1,0,0,0.246182982,0.09625975634,1
361.7103469,0.0314232232,1,0,1,0,0,0,0,0,0,0,27.76538612,1.56929316,0
13.93574461,0.008987334407,1,0,0,0,0,0,0,1,0,0,10.60660172,0.07864802527,0
345.973306,0.004443777542,1,0,0,0,0,1,0,1,0,0,119.3078418,1.663169103,0
371.0285323,1.50E-06,1,0,0,0,1,0,0,0,0,0,1.874754886,0.306713495,0
374.8790077,0.001348068844,1,0,0,0,0,0,0,0,0,0,50.58536469,0.6479648151,0
381.5152456,0.134910783,1,0,0,0,0,1,0,0,0,0,14.70271718,0.7628040081,0
221.2796255,0.01095362619,1,0,1,0,0,0,0,1,0,0,119.6425231,0.7946824682,0
194.5627724,0.003358486648,1,0,1,0,0,0,0,0,0,0,89.09545443,1.695771524,0
337.0446402,0.001693510983,1,0,1,0,0,0,0,0,0,0,163.5889157,0.9561118931,0
342.3198039,0.001009774912,1,0,1,0,0,0,0,0,0,0,199.1504875,1.314849533,0
388.9431822,0.01939325114,1,0,0,0,0,0,0,0,0,0,98,1.288082848,0
399.7801275,0.7278019773,0,1,0,0,0,0,0,1,0,0,4.877357675,0.4563728188,1
329.8900911,0.04866828902,0,0,0,1,0,0,0,0,0,0,172.7695961,0.8774090314,0
114.8041339,0.004314561781,1,0,1,0,0,0,0,0,0,0,115.2584053,0.8901852678,0
383.9491934,0.179668951,1,0,0,0,0,1,0,0,0,0,6.813070239,1.159282694,0
317.4357286,0.001403460696,1,0,0,0,0,0,0,0,0,0,30.48205301,0.8901722908,0
16.45493536,0.08287392905,0,1,0,0,0,0,0,0,0,0,5.656854249,0,0
0,0.1096873909,0,0,1,0,0,0,0,0,0,1,0,0,0
131.7807862,0.002946884771,1,0,0,0,0,0,0,0,0,0,64.34671709,0.9705686249,0
264.37749,0.01001107285,1,0,1,0,0,0,0,0,0,0,122.1748747,0.9576092046,0
238.8064797,0.01207282001,1,0,0,0,0,1,0,0,0,0,29.95726804,1.627831174,0
319.6632264,0.8042351034,0,1,0,0,0,0,0,1,0,0,5.084218265,0.6205389733,1
0,0.3077229319,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0.1918919265,0,0,0,1,0,0,0,0,0,1,0,0,0
287.3234449,0.0540633719,1,0,0,0,0,0,0,0,0,0,50.24890428,2.22122323,0
33.85589402,0.1042442436,0,0,0,0,0,1,0,0,0,0,0,0,0
277.2236134,0.1012498955,1,0,0,0,0,1,1,0,0,0,11.06970919,0.7469913175,0
114.5938931,0.1380624261,1,0,1,0,0,0,0,0,0,0,83.43860018,0.8463555899,0
16.21966621,0.1381319267,0,0,0,1,0,0,0,0,0,0,0,0.2758963062,0
274.5326665,0.695263409,0,1,0,0,0,0,0,1,0,0,3.25709927,0.2645920499,1
270.8091112,0.2029304736,1,0,1,0,0,0,0,0,0,0,12.44433761,0.7041756076,0
196.0189084,0.0009025805801,0,0,0,0,0,0,0,0,1,0,1.951800146,0,0
176.015646,1.15E-06,1,0,0,0,1,0,0,0,1,0,1.505545305,0.2886751346,0
179.0266326,0.163886899,0,0,1,0,0,0,0,1,0,0,1.198289379,0.1151436609,1
400.792597,0.03531181749,1,0,1,0,0,0,0,0,0,0,252.6387408,1.329495099,0
454.8108152,1.40E-06,1,0,0,0,1,0,0,0,1,0,9.45767514,0.7861168,0
451.8534235,0.3819619621,1,0,0,0,0,1,0,0,0,0,24.73000876,3.137697403,0
29.46728895,0.3325024094,0,1,0,0,0,0,0,1,0,0,6.369196705,0.4537696806,1
454.8108152,0.004524167312,1,0,1,0,0,0,0,1,0,0,89.0642856,0.4309058714,0
419.1509823,0.2235098546,0,1,0,0,0,0,0,1,0,0,44.44639708,0.487563758,1
454.8108152,0.0003253909834,1,0,0,0,1,0,0,0,1,0,1.562910025,0.4430869968,0
454.8108152,0.2851851434,1,0,0,0,0,1,0,0,0,0,150.0431419,1.436137085,0
44.18745498,0.003104230074,1,0,1,0,0,0,0,0,0,0,14.75804865,0.6958603498,0
88.93763808,0.00229152182,1,0,1,0,0,0,0,1,0,0,38.89087297,1.24013948,0
194.7047737,0.001024948053,1,0,1,0,0,0,0,1,0,0,61.50609726,0.6113302791,0
377.2639193,0.01937795701,1,0,1,0,0,0,0,0,0,0,68.57890832,2.077621929,0
30.22509368,0.6090253668,0,1,0,0,0,0,0,1,0,0,8.555699854,0.4992693664,0
231.1382363,0.6768560133,0,1,0,0,0,0,0,1,0,0,3.671448238,0.5252675177,1
0,0.005113672443,0,0,0,1,0,0,0,0,0,1,0,0,0
293.2844072,0.00973553417,0,0,0,1,0,0,0,0,0,0,83.82720322,1.074060447,0
0,0.01035620751,0,0,1,0,0,0,0,0,0,0,0,0,0
99.36709255,0.6270981729,0,1,0,0,0,0,0,1,0,0,5.475486497,0.2603571912,1
400.6670062,0.04073044082,0,0,1,0,0,0,0,0,1,0,2.143942916,0,0
243.8570085,0.001321743646,1,0,1,0,0,0,0,0,0,0,56.56854249,0.8994177157,0
3.672196778,0.06366083295,0,0,1,0,0,0,0,0,0,0,0,0,0
398.4451816,0.1587051421,1,0,0,0,0,1,0,0,0,0,8.696674066,1.334914253,0
6.961245793,0.01002253224,1,0,0,0,0,1,0,0,0,0,2.309401077,1.303818016,0
279.2705767,0.02347703202,1,0,0,0,0,0,0,0,0,0,13.60567109,0.8591763624,0
399.7801275,0.08061672152,0,1,0,0,0,0,0,0,1,0,1.426565007,0.003904357365,0
112.1458572,0.03445248417,1,0,1,0,0,0,0,0,0,0,23.72129845,1.315476842,0
332.7714388,0.000245567647,1,0,0,0,0,0,0,0,0,0,27.57716447,0.3246929992,0
126.5262397,0.006256731749,1,0,0,0,0,1,0,0,0,0,69.07242576,1.829253052,0
58.83440207,0.004365508587,1,0,1,0,0,0,0,0,0,0,20.59935274,0.7397870467,0
222.2232302,0.01381601848,1,0,0,0,0,0,0,0,0,0,18.22848808,0.8515336104,0
28.65839557,0.2724045838,0,0,0,0,0,1,0,1,0,0,4.041451884,0.3186271407,0
255.5169458,0.2665848947,1,0,1,0,0,0,0,1,0,0,28.10616854,0.5174021623,0
0,0.2101741834,1,0,1,0,0,0,0,0,0,0,0,0.663907625,0
170.4491248,0.005681984149,0,0,0,1,0,0,0,0,0,0,0,0.3186960141,0
43.18147404,0.8471446046,0,1,0,0,0,0,0,1,0,0,0,0.1797775567,0
36.83915655,0.2504061987,0,1,0,0,0,0,1,0,0,0,3.130495168,0.4472135955,0
66.56440168,0.3349466108,1,0,1,0,0,0,0,0,0,0,18.6118242,1.309825722,0
221.2005345,0.09030270981,0,0,0,1,0,0,0,0,0,0,0,0.1672949181,0
30.32104851,0.5775691073,0,0,0,0,0,0,0,1,0,0,8.082903769,0.6446014844,1
401.5514248,0.3554432607,1,0,0,0,0,1,0,0,0,0,21.20926352,1.369039456,0
95.458272,0.003059106891,1,0,0,0,0,0,0,0,0,0,56.56854249,0.1999356454,0
279.4108487,0.0544167513,1,0,1,0,0,0,0,0,0,0,12.94905644,1.44626322,0
245.7198249,0.04185399128,1,0,0,0,0,1,0,0,0,0,50.52392173,1.523933505,0
359.3475845,0.03682117436,1,0,0,0,0,0,0,0,0,0,40.03576698,1.009468827,0
429.8034298,0.001131784318,1,0,0,0,0,0,0,0,0,0,79.19595949,0.4194598684,0
449.2386126,0.0009257801412,1,0,0,0,0,0,0,0,1,0,6.448597955,0.6057225416,0
307.044991,0.198835951,1,0,0,0,0,1,0,0,0,0,11.61598564,1.564297917,0
107.6990881,0.03845237347,1,0,1,0,0,0,0,0,0,0,27.53543172,1.265063131,0
0,0.1290651489,0,0,0,1,0,0,0,0,0,1,0,0,0
440.465885,0.05524182428,1,0,1,0,0,0,0,0,0,0,43.66430383,1.214906538,0
0,0.1537649033,0,0,0,1,0,0,0,0,0,1,0,0,0
317.930999,0.0934813344,1,0,0,0,0,1,0,0,0,0,6.303874051,3.064314998,0
449.2386126,2.27E-05,1,0,0,0,1,0,0,0,1,0,1.408612695,0.8913755211,0
394.5302837,0.03820366452,1,0,0,0,0,1,0,0,0,0,54.14379535,1.223410584,0
99.61923428,0.007485729152,1,0,0,0,0,0,0,0,1,0,32.88743428,0.5956195234,0
454.8108152,0.4896292012,0,1,0,0,0,0,0,1,0,0,4.171142694,0.2426738714,1
207.6286409,0.1019499547,1,0,0,0,0,0,0,0,0,0,15.2873351,0.9558954309,0
95.87694442,0.1027294529,1,0,0,0,0,0,0,1,0,0,6.075997771,1.137449827,0
38.21351846,0.004234956816,1,0,0,0,0,0,0,0,0,0,26.62705391,0.4714045208,0
77.45831021,0.04898039951,0,0,0,0,0,0,0,0,0,0,1.940790217,0,0
449.2386126,0.0001023781278,1,0,0,0,0,0,0,0,0,0,271.7688969,1.313026016,0
358.1577138,0.02455731735,1,0,0,0,0,1,0,0,0,0,159.4404277,0.5404741819,0
37.17049539,0.1271794917,1,0,1,0,0,0,0,0,0,0,30.40559159,0.8303979991,0
449.2386126,1.08E-05,1,0,0,0,1,0,0,0,1,0,65.10566222,1.449574784,0
51.06082646,0.8107518604,0,1,0,0,0,0,0,1,0,0,0,0.01311741637,1
27.32060344,0.04223334189,1,0,0,0,0,0,1,0,0,0,6.130524719,0.5105637791,0
37.93620891,0.1470147977,0,0,0,0,0,1,0,0,0,0,2.121320344,0.1574591643,0
41.98274148,0.1240915465,0,1,0,0,0,0,0,1,0,0,3.664501525,0,0
344.7619973,0.05671510526,1,0,1,0,0,0,0,1,0,0,28.06930199,0.8300244512,0
371.0285323,0.004755867961,1,0,1,0,0,0,0,0,0,0,294.8635278,0.9262878446,0
46.7530677,0.007234316566,1,0,0,0,0,0,0,0,0,0,10.04572878,0.5599624413,0
32.2327784,0.9867116818,0,1,0,0,0,0,0,1,0,0,0,0.04913020441,1
446.9770232,0.001540169053,1,0,1,0,0,0,0,0,0,0,144.9568901,0.7806247498,0
143.246175,0.02784224688,1,0,1,0,0,0,0,0,0,0,67.07458535,0.5701735697,0
408.6073203,0.3273364431,1,0,1,0,0,0,0,1,0,0,25.55077968,1.199175723,0
