feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,label
0,0.001365001162,0,0,0,0,0,0,0,0,0,1,0,0,0
45.10373765,0.12748703,0,0,1,0,0,0,1,0,0,0,0.6408699445,0.3,0
45.10373765,0.08775357229,0,0,1,0,0,0,1,0,0,0,0.6408699445,0.4421920084,0
269.1640863,0.08226000757,1,0,0,0,0,1,1,0,0,0,19.24724712,1.442677275,0
125.525633,0.0005432008653,0,0,0,0,0,0,0,0,0,0,0,0.2189483509,0
315.1958214,0.3358906992,0,1,0,0,0,0,1,0,0,0,3.289229749,0.7493761373,1
105.7864772,9.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.3305417179,0,0,1,0,0,0,0,0,0,1,0,0,0
3.658085201,0.01849947516,0,0,0,1,0,0,0,0,0,0,0,0.05957884187,0
29.86216354,0.0009418171036,0,0,1,0,0,0,0,0,0,0,0,0,0
453.7056423,2.51E-05,1,0,0,0,1,0,0,0,0,0,7.039314459,0.479204834,0
409.3435905,0.2282740929,1,0,0,0,0,1,0,0,0,0,51.92910146,1.494098969,0
110.9226963,0.12744922,1,0,0,0,0,1,0,1,0,0,18.39198607,0.5088516888,0
73.29556966,3.30E-06,0,0,0,0,1,0,0,0,0,0,13.00769003,0,0
151.5808563,0.07955587213,1,0,0,0,0,1,0,0,0,0,25.40206106,0.7004082856,0
311.2459154,0.1917661269,0,1,0,0,0,0,0,1,0,0,8.236877676,0.2371497308,1
252.367943,0.01780591532,1,0,1,0,0,0,0,0,0,0,39.00256402,0.7796012297,0
260.7265868,5.63E-05,1,0,0,0,0,0,0,0,0,0,68.41783393,0.4468518218,0
0,0.1149530448,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.00279137498,0,0,0,0,0,0,0,0,0,0,0,0,0
313.5077057,1.01E-06,1,0,0,0,1,0,0,0,1,0,2.025478734,0.3646278463,0
37.64484696,0.191160662,0,0,0,1,0,0,0,0,0,0,26.87005769,0.749663695,0
29.36319033,0.0008757401756,1,0,1,0,0,0,0,0,0,0,12.72792206,0.3464101615,0
0,0.001137778594,0,0,0,0,0,0,0,0,0,1,0,0,0
45.10373765,0.1154309604,0,0,1,0,0,0,1,0,0,0,0.6408699445,0.3,0
45.10373765,0.07945497776,0,0,1,0,0,0,1,0,0,0,0.6408699445,0.4421920084,0
269.1640863,0.06878465266,1,0,0,0,0,1,1,0,0,0,19.24724712,1.442677275,0
125.525633,0.0004678488315,0,0,0,0,0,0,0,0,0,0,0,0.2189483509,0
315.1958214,0.2781300969,0,1,0,0,0,0,1,0,0,0,3.289229749,0.7493761373,1
105.7864772,8.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.290037322,0,0,1,0,0,0,0,0,0,1,0,0,0
3.658085201,0.01549215413,0,0,0,1,0,0,0,0,0,0,0,0.05957884187,0
29.86216354,0.000848858205,0,0,1,0,0,0,0,0,0,0,0,0,0
453.7056423,2.09E-05,1,0,0,0,1,0,0,0,0,0,7.039314459,0.479204834,0
409.3435905,0.1927149712,1,0,0,0,0,1,0,0,0,0,51.92910146,1.494098969,0
110.9226963,0.1129342888,1,0,0,0,0,1,0,1,0,0,18.39198607,0.5088516888,0
242.5444697,0.04158810272,1,0,1,0,0,0,0,1,0,0,14.23711293,1.026087927,0
87.18364066,0.08828730925,0,1,0,0,0,0,0,1,0,0,0,0.3692478165,1
0,0.04246441504,0,0,0,1,0,0,0,0,0,1,0,0,0
123.8414477,0.06664742426,1,0,1,0,0,0,0,0,0,0,8.795020236,1.125718369,0
0,0.000310359682,0,0,0,0,0,0,0,0,0,0,0,0,0
454.8108152,0.08555219567,1,0,0,0,0,1,0,0,0,0,8.416911976,1.362008901,0
0,0.008515291671,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0.001244754139,0,0,1,0,0,0,0,0,0,1,0,0,0
394.4068077,0.08227248939,1,0,1,0,0,0,0,0,0,0,25.91098063,1.79389258,0
49.2304788,0.2010292699,0,1,0,0,0,0,0,1,0,0,1.290994449,0.06592505148,1
175.1054907,0.003461274826,1,0,1,0,0,0,0,0,0,0,93.79765455,1.079031829,0
187.0067369,0.02179005751,1,0,1,0,0,0,0,0,0,0,13.92185985,0.5860362993,0
352.6528558,0.3391457693,0,1,0,0,0,0,0,1,0,0,0,0.5812523088,1
409.8319994,0.1791284059,1,0,0,0,0,1,0,0,0,0,3.784516905,3.688473244,0
402.4333901,0.002874329081,1,0,0,0,0,0,0,1,0,0,42.8996892,0.6405621505,0
159.1528622,0.05219469572,1,0,0,0,0,1,0,0,0,0,14.47987109,0.3679162627,0
112.6964284,0.002585701488,1,0,0,0,0,1,0,1,0,0,110.3086579,1.577783376,0
157.548206,0.0135874145,1,0,1,0,0,0,0,0,0,0,74.24621202,0.6703579251,0
0,0.3380346787,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0.0137057697,0,0,0,1,0,0,0,0,0,1,0,0,0
41.26753977,0.06184479816,0,0,0,1,0,0,0,0,0,0,0,0.246692946,0
405.936854,0.3243946724,1,0,0,0,0,1,0,0,0,0,5.504014599,1.111871093,0
282.4947052,0.004699369369,1,0,0,0,0,0,0,0,0,0,51.75261668,0.4961791164,0
265.5651589,0.03538482532,1,0,1,0,0,0,0,0,0,0,52.96288008,0.7512401897,0
41.02273491,0.1431664567,1,0,1,0,0,0,0,0,0,0,13.72042273,2.024586302,0
39.82681492,0.3931964558,0,1,0,0,0,0,0,1,0,0,0,0.009179355555,1
65.75120196,0.3804524295,1,0,0,0,0,1,0,0,0,0,3.535533906,1.224804901,0
43.59230832,0.04754449975,1,0,0,0,0,0,0,0,0,0,9.291573243,0.7019471511,0
36.53994465,0.03909490307,1,0,1,0,0,0,0,0,0,0,5.560275773,0.0452293298,0
58.44682039,3.39E-05,1,0,0,0,1,0,0,0,0,0,0.7071067812,0.5811865258,0
49.20146941,1,0,1,0,0,0,0,0,1,0,0,7.668115805,0.4668697768,1
0,0.07976071785,0,0,0,1,0,0,0,0,0,1,0,0,0
9.063723563,1,0,0,1,0,0,0,0,0,0,0,0,0,0
238.1262248,0.3000777894,1,0,0,0,0,1,0,0,0,0,121.4528715,0.7536891516,0
152.3749021,0.2226738703,0,1,0,0,0,0,0,1,0,0,5.257473313,0.7126142308,1
0,0.9698098203,0,0,1,0,0,0,0,0,0,1,0,0,0
170.7060002,0.6007774264,1,0,1,0,0,0,0,0,0,0,30.36856928,1.596813624,0
433.0044654,0.2999238493,0,0,1,0,0,0,0,0,0,0,224.8814503,0.8749324329,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.07976071785,0,0,0,1,0,0,0,0,0,1,0,0,0
9.063723563,1,0,0,1,0,0,0,0,0,0,0,0,0,0
238.1262248,0.3000777894,1,0,0,0,0,1,0,0,0,0,121.4528715,0.7536891516,0
152.3749021,0.2226738703,0,1,0,0,0,0,0,1,0,0,5.257473313,0.7126142308,1
0,0.9698098203,0,0,1,0,0,0,0,0,0,1,0,0,0
170.7060002,0.6007774264,1,0,1,0,0,0,0,0,0,0,30.36856928,1.596813624,0
433.0044654,0.2999238493,0,0,1,0,0,0,0,0,0,0,224.8814503,0.8749324329,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35.67975407,0.6805539652,0,1,0,0,0,0,0,1,0,0,5.715476066,0.3186325898,0
76.06545031,0.007299440447,1,0,1,0,0,0,0,0,0,0,33.9749908,0.5943214245,0
169.9432566,0.05883058975,0,0,0,0,0,0,0,0,0,0,43.24735059,0.9700477483,0
356.7152722,0.0492891314,1,0,1,0,0,0,0,0,0,0,13.20783952,1.996259036,0
0,0.02890779547,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2435297198,0,0,0,1,0,0,0,0,0,1,0,0,0
111.3017236,0.9402846575,0,1,0,0,0,0,0,1,0,0,0,0.05531935011,1
371.5121847,0.5099034285,1,0,0,0,0,1,0,0,0,0,9.293077549,1.390348027,0
18.72727652,0.5024916311,0,0,1,0,0,0,0,1,0,0,4.949747468,0.05580706395,0
0,0.03514281018,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0.2094398123,0,0,0,1,0,0,0,0,0,1,0,0,0
259.6201699,0.01081007559,0,0,1,0,0,0,0,0,0,0,18.77663188,1.329629956,0
28.63821058,6.03E-07,0,0,0,0,1,0,0,0,0,0,0,0,0
75.66312372,0.01910738939,1,0,0,0,0,1,0,0,0,0,37.4766594,0.8717797887,0
68.46948874,0.8551145259,0,1,0,0,0,0,0,1,0,0,6.90651866,0.5688263875,1
74.76828441,0.1257775752,1,0,1,0,0,0,0,1,0,0,8.288546314,1.334585696,0
451.4814337,7.71E-07,1,0,0,0,1,0,0,0,1,0,60.53649037,0.2763853992,0
96.59594436,0.03121168371,1,0,0,0,0,1,0,0,0,0,46.28498677,0.8320783673,0
454.8108152,0.008521763272,1,0,0,0,0,1,0,0,0,0,1.186572665,0.8152286418,0
375.3573159,0.1017619281,1,0,0,0,0,1,1,0,0,0,2.159071053,0.5726810321,0
0,0.02879959529,0,0,0,0,0,0,0,0,0,0,0,0,0
454.8108152,0.7029812033,1,0,1,0,0,0,1,0,0,0,2.33907626,0.3264045381,0
414.6161209,0.04581959268,1,0,1,0,0,0,0,0,1,0,25.45770486,0.89432092,0
432.2075379,0.0235252335,1,0,1,0,0,0,0,0,0,0,43.65139682,0.5194384153,0
0,0.1390952059,0,0,1,0,0,0,0,0,0,1,0,0,0
90.86982774,0.01869443913,1,0,0,0,0,1,0,0,0,0,48.7903679,0.6278668024,0
454.8108152,0.03427021316,1,0,1,0,0,0,0,0,0,0,21.75212818,0.6048578101,0
243.9239534,0.01253850127,1,0,0,0,0,1,0,0,1,0,107.1400952,0.9087305734,0
451.8534235,0.08176297673,1,0,0,0,0,1,0,0,0,0,22.77380411,0.6785274611,0
251.0375599,0.05021425422,1,0,0,0,0,0,0,0,0,0,97.62684057,0.8069514267,0
36.04034391,0.7857924039,0,0,0,0,0,0,0,1,0,0,0,0.1429399578,1
341.6209603,0.1099628385,1,0,1,0,0,0,0,0,0,0,50.59785427,1.436262694,0
210.9382744,0.07301333551,0,0,0,1,0,0,0,0,0,0,0,0.03181257502,0
0,0.01972465887,0,0,1,0,0,0,0,0,0,0,0,0,0
405.5010469,0.1655238761,0,1,0,0,0,0,1,0,0,0,17.60753126,0.5157483923,0
98.27558899,0.8208007288,1,0,1,0,0,0,1,0,0,0,3.526826147,0.6537167869,0
394.4068077,0.05065099737,1,0,0,0,0,1,0,0,0,0,42.32948989,0.8207362702,0
191.8553576,0.2409769179,1,0,1,0,0,0,0,0,0,0,36.73780977,0.359275212,0
0,0.007935878105,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.03253710023,1,0,1,0,0,0,0,0,0,0,0,1.098373683,0
400.6670062,0.004198776793,1,0,1,0,0,0,0,0,0,0,117.9378367,0.657124572,0
86.27362753,0.4467131046,0,1,0,0,0,0,1,0,0,0,0.2886751346,0.2529461955,1
441.6261089,0.03877786694,1,0,0,0,0,0,0,0,0,0,16.84760626,1.186728484,0
8.171279076,0.01224059639,1,0,1,0,0,0,0,1,0,0,5.656854249,1.359742426,0
58.81913377,0.5780886847,0,1,0,0,0,0,0,1,0,0,0,0.1282302751,1
0,0.3321205506,0,1,0,0,0,0,0,0,0,1,0,0,0
193.8331862,0.7772539637,0,1,0,0,0,0,0,1,0,0,0,0.1667328476,1
387.5629882,0.04826370858,1,0,1,0,0,0,0,0,0,0,34.84468563,0.9805052858,0
73.55830208,0.6097911547,0,1,0,0,0,0,0,1,0,0,0.9428090416,0.1519968774,1
0,0.2217535283,0,0,0,1,0,0,0,0,0,1,0,0,0
399.5754648,0.0200012741,1,0,1,0,0,0,1,0,0,0,60.81757787,1.586586428,0
98.81101171,0.07719375169,1,0,1,0,0,0,0,0,0,0,58.68986284,1.036138654,0
438.9113808,0.1566452181,1,0,0,0,0,1,0,0,0,0,19.3368946,1.950839769,0
179.6352517,0.02256970953,1,0,1,0,0,0,0,0,0,0,95.45941546,1.272955841,0
0,0.1292059182,0,0,0,1,0,0,0,0,0,1,0,0,0
60.51867004,0.003039341137,1,0,0,0,0,1,0,0,0,0,35.35533906,0.2695798922,0
0,0.02038977086,0,0,1,0,0,0,0,0,0,1,0,0,0
194.9659234,1.13E-06,1,0,0,0,1,0,0,0,0,0,62.55157872,0.4898979486,0
454.8108152,0.9999993557,0,1,0,0,0,0,0,1,0,0,4.217681663,0.8154419369,1
56.65938589,0.04096586831,1,0,1,0,0,0,0,0,0,0,60.81118318,0.527145898,0
454.8108152,1.74E-06,1,0,0,0,1,0,0,0,1,0,2.042048108,0.3301474882,0
31.75182504,0.05396616113,0,0,0,1,0,0,0,0,0,0,0,0.6180614481,0
353.1963298,0.0269586596,1,0,0,0,0,1,0,0,0,0,148.2197693,0.5881288087,0
413.6787585,0.01626180465,1,0,1,0,0,0,0,0,0,0,52.29878106,0.996194478,0
0,0.00172958513,0,0,1,0,0,0,0,0,0,1,0,0,0
418.7335409,0.08102565691,1,0,1,0,0,0,0,0,0,0,62.23084266,0.8879625496,0
184.2557752,0.0256043953,1,0,1,0,0,0,0,0,0,0,11.54098975,2.013326078,0
428.1895249,0.03336699454,1,0,1,0,0,0,0,1,0,0,30.63222704,0.7704160344,0
240.5203458,0.0006958435028,1,0,1,0,0,0,0,0,0,0,108.1873375,0.7717686231,0
429.8034298,0.003898449968,1,0,0,0,0,0,0,0,0,0,61.38064299,0.6046876138,0
0,1.39E-05,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.00430778244,0,0,0,0,0,0,0,0,0,1,0,0,0
374.8790077,0.05595159452,1,0,1,0,0,0,0,0,0,0,88.37112676,0.6178130926,0
433.7991824,0.005962020407,1,0,0,0,0,1,0,0,0,0,28.17053332,1.478690107,0
419.1509823,0.0455714742,1,0,0,0,0,1,0,0,0,0,28.89959884,0.567398925,0
0,0.01949632412,0,0,0,0,0,1,0,0,0,1,0,0,0
437.739822,0.02790677017,1,0,1,0,0,0,0,0,0,0,17.43163517,1.152462709,0
436.5633716,0.1049406768,0,0,1,0,0,0,0,1,0,0,20.65129162,1.121784739,0
135.3118207,0.05664033643,1,0,0,0,0,0,0,0,0,0,12.40967365,1.446273223,0
437.739822,0.4140944025,0,1,0,0,0,0,0,1,0,0,0.2062842493,0,1
371.5121847,0.03464187683,1,0,1,0,0,0,0,0,0,0,54.41736855,0.4765391522,0
372.9591179,0.002820545975,1,0,0,0,1,0,0,0,1,0,0.6242642728,0.4441918834,0
0,0.04881221809,0,1,0,0,0,0,0,0,0,1,0,0,0
377.2639193,0.1514366303,0,1,0,0,0,0,0,1,0,0,0.2324952775,0.5802823418,1
0,0.06274631317,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0006861748109,0,0,1,0,0,0,0,0,0,1,0,0,0
453.7056423,0.0648712968,0,1,0,0,0,0,0,1,0,0,13.39882611,0.1089186426,1
212.1170994,0.01310355573,0,0,0,1,0,0,0,0,0,0,0,0.2152567288,0
0,0.003174832239,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.007624164565,0,0,0,0,0,0,0,0,0,0,0,0,0
28.06824806,0.3168060416,0,0,0,1,0,0,0,0,0,0,0,0.007599344849,0
454.8108152,0.3639010421,1,0,0,0,0,1,0,0,0,0,4.27994034,0.6649990281,0
0,0.3623974103,0,0,0,1,0,0,0,0,0,1,0,0,0
339.1635016,0.2343860474,0,1,0,0,0,0,1,0,0,0,3.552807765,0.766312885,1
238.5426154,0.1905611845,0,1,0,0,0,0,0,1,0,0,3.211820274,0.1574777364,1
334.9139745,0.06151137133,0,1,0,0,0,0,0,1,0,0,23.99577257,0.6204123393,1
321.3257475,3.42E-05,1,0,0,0,0,0,0,0,0,0,55.5490774,0.4820064802,0
340.2185262,0.0654616361,1,0,0,0,0,1,0,0,0,0,12.14392972,2.93418323,0
337.0446402,0.00098878573,1,0,0,0,0,0,0,0,0,0,59.73512965,0.9505199038,0
123.8414477,0.01956427219,0,1,0,0,0,0,0,1,0,0,0,0.02379964447,1
0,1.89E-06,0,0,1,0,0,0,0,0,0,1,0,0,0
440.8531636,0.04242553729,1,0,0,0,0,1,1,0,0,0,22.98497426,2.660909863,0
0,0.03042515838,0,0,0,0,0,0,0,0,0,1,0,0,0
86.40897338,0.01539376144,1,0,1,0,0,0,0,0,0,0,49.49747468,1.113330102,0
1.962849849,0.0889586336,0,0,1,0,0,0,0,0,0,0,0,0.8095435075,0
288.7708672,0.08510381782,1,0,1,0,0,0,0,0,0,0,73.64305806,0.7784534714,0
339.1635016,0.2208387443,0,1,0,0,0,0,1,0,0,0,3.552807765,0.766312885,1
238.5426154,0.1742967959,0,1,0,0,0,0,0,1,0,0,3.211820274,0.1574777364,1
334.9139745,0.05795606929,0,1,0,0,0,0,0,1,0,0,23.99577257,0.6204123393,1
321.3257475,3.21E-05,1,0,0,0,0,0,0,0,0,0,55.5490774,0.4820064802,0
340.2185262,0.0616780123,1,0,0,0,0,1,0,0,0,0,12.14392972,2.93418323,0
337.0446402,0.0009316348025,1,0,0,0,0,0,0,0,0,0,59.73512965,0.9505199038,0
0,0.05364620329,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0007309155793,0,0,1,0,0,0,0,0,0,1,0,0,0
453.7056423,0.0627681402,0,1,0,0,0,0,0,1,0,0,13.39882611,0.1089186426,1
212.1170994,0.01312718426,0,0,0,1,0,0,0,0,0,0,0,0.2152567288,0
0,0.002679226556,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.008121284214,0,0,0,0,0,0,0,0,0,0,0,0,0
28.06824806,0.2635474056,0,0,0,1,0,0,0,0,0,0,0,0.007599344849,0
454.8108152,0.3521032068,1,0,0,0,0,1,0,0,0,0,4.27994034,0.6649990281,0
0,0.3372360422,0,0,0,1,0,0,0,0,0,1,0,0,0
453.7056423,0.06511159957,0,1,0,0,0,0,0,1,0,0,11.30687643,0.02436203858,1
421.6434919,0.08217954358,1,0,0,0,0,1,0,0,0,0,15.51452249,2.025389676,0
317.7692689,0.003919832628,1,0,1,0,0,0,0,0,0,0,70.15866372,1.056854775,0
438.1308841,0.0002392888568,0,0,0,0,0,0,0,0,0,0,222.018768,0.7011000494,0
225.3142236,0.003865923037,1,0,0,0,0,0,0,0,0,0,76.43733817,1.231176353,0
339.1635016,0.2208387443,0,1,0,0,0,0,1,0,0,0,3.552807765,0.766312885,1
238.5426154,0.1742967959,0,1,0,0,0,0,0,1,0,0,3.211820274,0.1574777364,1
334.9139745,0.05795606929,0,1,0,0,0,0,0,1,0,0,23.99577257,0.6204123393,1
321.3257475,3.21E-05,1,0,0,0,0,0,0,0,0,0,55.5490774,0.4820064802,0
340.2185262,0.0616780123,1,0,0,0,0,1,0,0,0,0,12.14392972,2.93418323,0
337.0446402,0.0009316348025,1,0,0,0,0,0,0,0,0,0,59.73512965,0.9505199038,0
0,0.05364620329,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0007309155793,0,0,1,0,0,0,0,0,0,1,0,0,0
453.7056423,0.0627681402,0,1,0,0,0,0,0,1,0,0,13.39882611,0.1089186426,1
212.1170994,0.01312718426,0,0,0,1,0,0,0,0,0,0,0,0.2152567288,0
0,0.002679226556,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.008121284214,0,0,0,0,0,0,0,0,0,0,0,0,0
28.06824806,0.2635474056,0,0,0,1,0,0,0,0,0,0,0,0.007599344849,0
454.8108152,0.3521032068,1,0,0,0,0,1,0,0,0,0,4.27994034,0.6649990281,0
0,0.3372360422,0,0,0,1,0,0,0,0,0,1,0,0,0
453.7056423,0.06511159957,0,1,0,0,0,0,0,1,0,0,11.30687643,0.02436203858,1
421.6434919,0.08217954358,1,0,0,0,0,1,0,0,0,0,15.51452249,2.025389676,0
317.7692689,0.003919832628,1,0,1,0,0,0,0,0,0,0,70.15866372,1.056854775,0
438.1308841,0.0002392888568,0,0,0,0,0,0,0,0,0,0,222.018768,0.7011000494,0
225.3142236,0.003865923037,1,0,0,0,0,0,0,0,0,0,76.43733817,1.231176353,0
454.8108152,9.37E-07,1,0,0,0,1,0,0,0,0,0,2.019666156,0.6775916431,0
237.3619488,0.04364072843,1,0,0,0,0,1,0,0,0,0,57.2687898,0.6282402573,0
454.8108152,2.81E-07,0,0,0,0,1,0,0,0,1,0,65.34309283,0,0
451.8534235,0.00112475687,0,0,0,0,0,1,0,0,1,0,1.502303896,0,0
0,0.5875154149,0,0,0,0,0,0,0,0,0,1,0,0,0
290.6399157,0.03620905239,0,0,1,0,0,0,0,0,0,0,46.8034899,1.749309598,0
0,0.4356647351,0,1,0,0,0,0,0,0,0,1,0,0,0
243.7204241,0.009605920788,0,0,1,0,0,0,0,0,0,0,43.2141952,0.6798036428,0
5.527871804,0.07450428875,0,0,0,1,0,0,0,0,0,0,0,0.2511998575,0
1.576245206,0.008057975689,1,0,1,0,0,0,0,0,0,0,2.309401077,1.109391512,0
121.070168,0.04319435201,1,0,0,0,0,1,0,0,0,0,71.26219194,0.7286337652,0
419.1509823,0.003967598839,1,0,1,0,0,0,0,0,0,0,86.83152818,1.463481622,0
454.8108152,0.851181469,0,1,0,0,0,0,0,1,0,0,1.359287365,1.179873375,1
0,0.06734941009,0,0,0,0,0,1,0,0,0,1,0,0,0
358.7163076,0.007140346623,0,0,0,1,0,0,0,0,0,0,229.1025971,0.6255568809,0
33.79891083,0.5158946751,1,0,0,0,0,0,0,0,0,0,5.656854249,1.587728787,0
46.10410911,0.4841053249,0,0,0,1,0,0,1,0,0,0,5.841660723,0,0
43.59230832,0.9423862243,0,1,0,0,0,0,0,1,0,0,0,0.2415726103,1
0,0.2770942786,1,0,0,0,0,0,0,0,0,0,0,0.8532291603,0
0,6.45E-05,0,0,0,0,0,1,0,0,0,0,0,0.2079725827,0
0,0.267803869,0,0,1,0,0,0,0,0,0,1,0,0,0
262.081864,0.01177717986,0,0,0,1,0,0,0,0,0,0,0,0.8459000983,0
304.3626967,0.006111492692,0,0,0,1,0,0,0,0,0,0,0,1.081206936,0
427.3792039,0.03649098992,1,0,0,0,0,1,0,0,0,0,36.07230393,0.6551786037,0
0,0.006287157098,0,0,0,0,0,1,0,0,0,0,0,0,0
170.7060002,0.1115797031,1,0,1,0,0,0,0,0,0,0,30.49590136,1.220929327,0
453.7056423,0.3437061818,0,1,0,0,0,0,0,1,0,0,0.2,0.1648938058,1
454.8108152,0.1391516732,1,0,0,0,0,0,0,1,0,0,6.935485979,0.3612022966,0
451.8534235,0.1525622829,0,0,1,0,0,0,0,0,1,0,10.06509582,0.4019761086,0
384.5315444,0.009818099464,1,0,0,0,0,1,0,0,0,0,78.16466136,1.456381704,0
454.8108152,0.2500159445,0,1,0,0,0,0,1,0,0,0,0.7214657445,0.3598216933,1
364.2055361,0.01761517513,1,0,1,0,0,0,0,0,0,0,89.85262659,1.580631008,0
223.9159162,0.007045431833,1,0,0,0,0,1,0,0,0,0,81.71087239,0.9433764675,0
51.06082646,0.1677518738,0,1,0,0,0,0,1,0,0,0,0,0.5919667694,1
389.2319585,0.0337794299,0,1,0,0,0,0,0,1,0,0,7.604823031,0.5800519644,1
43.48238902,0.068060735,0,1,0,0,0,0,1,0,0,0,2.110579412,0.2731126542,0
438.021604,0.01153689329,1,0,1,0,0,0,0,0,0,0,26.47958183,1.871958114,0
422.0568945,0.02888876604,1,0,1,0,0,0,0,0,0,0,164.75588,1.431016464,0
118.2977323,0.07283388044,1,0,1,0,0,0,0,0,0,0,27.72397965,0.9307977715,0
454.8108152,0.2259451029,0,1,0,0,0,0,0,0,1,0,4.797342259,0.2008078277,1
453.7056423,4.10E-06,1,0,0,0,1,0,0,0,1,0,1.949967062,0.7414155306,0
200.2511927,0.006357277235,0,0,0,1,0,0,0,0,0,0,0,0.3915785836,0
221.4222314,0.01765620231,0,0,0,1,0,0,0,0,0,0,0,0.1091807522,0
400.60274,0.07026670754,1,0,1,0,0,0,0,0,0,0,11.09572608,1.177883311,0
448.8629886,0.08788445607,1,0,0,0,0,1,0,0,0,0,32.95008031,0.9003295673,0
451.4814337,0.4649634614,0,1,0,0,0,0,0,1,0,0,9.856689811,0.7931159884,1
271.4164924,0.009850764671,1,0,1,0,0,0,0,0,0,0,62.38284257,1.207402426,0
433.7991824,0.02143710025,1,0,1,0,0,0,0,0,0,0,165.4650013,1.374609033,0
328.4504927,0.001135152291,0,0,0,0,0,0,0,0,0,0,112.4299782,0,0
0,0.5722307736,0,0,0,1,0,0,0,0,0,1,0,0,0
129.5143209,0.06116847651,1,0,1,0,0,0,1,0,0,0,11.58666096,1.421096049,0
40.55321961,0.4349961864,0,1,0,0,0,0,1,0,0,0,2.213594362,0.1039441954,1
75.66312372,0.7533928477,0,1,0,0,0,0,0,1,0,0,6.831300511,0.5355569714,1
279.5505332,0.110073257,0,0,0,0,0,1,0,0,0,0,57.29588276,0,0
305.1023384,0.05789910911,1,0,1,0,0,0,0,0,0,0,27.68095544,1.518955081,0
30.4062385,0.1606602649,1,0,1,0,0,0,0,0,0,0,8.185352772,2.025753224,0
323.7901247,0.3592507006,1,0,0,0,0,1,1,0,0,0,7.399745195,3.1370659,0
439.3008169,0.07310038845,1,0,0,0,0,1,0,0,0,0,58.95637833,1.254493048,0
99.60756585,0.01248277584,1,0,0,0,0,1,0,0,0,0,37.70978358,0.8262406521,0
69.70302877,0.2214962935,0,0,0,0,0,1,0,1,0,0,26.06881918,0,0
195.5601882,0.1791693934,0,0,0,0,0,1,0,1,0,0,13.01048528,0,0
221.3077881,0.01543650851,1,0,1,0,0,0,0,0,0,0,19.67062107,1.426728387,0
428.5938421,0.000419315928,1,0,0,0,0,0,0,0,1,0,29.44159799,0.4534456005,0
223.8984886,0.01220215445,1,0,0,0,0,1,0,0,0,0,154.9225613,0.6328891663,0
382.4063432,0.2442890037,1,0,1,0,0,0,0,0,0,0,27.42348663,1.53821129,0
195.1339652,0.01364605627,1,0,0,0,0,1,0,0,0,0,22.11993003,1.426699707,0
452.224897,4.55E-05,1,0,0,0,1,0,0,0,1,0,1.408612695,0.8584791786,0
454.8108152,0.7316899103,0,1,0,0,0,0,1,0,0,0,2.763802059,0.5226645467,1
6.913071274,0.7757444212,0,1,0,0,0,0,0,0,0,0,0,0.1476765434,0
244.4508655,0.01408704501,1,0,1,0,0,0,0,0,0,0,97.44400101,0.7966996414,0
422.8819792,0.05608228582,1,0,0,0,0,1,0,0,0,0,58.79413236,0.7067385592,0
407.6740421,0.02954660532,1,0,1,0,0,0,0,0,0,0,125.4870511,0.8059114752,0
454.4429358,0.1985800468,0,1,0,0,0,0,0,1,0,0,0.2828427125,0.5105968699,1
261.6911677,0.03851189153,1,0,1,0,0,0,0,0,0,0,35.55143825,0.6896668832,0
0,0.2241290184,0,0,0,1,0,0,0,0,0,1,0,0,0
454.8108152,0.02386870175,1,0,1,0,0,0,0,1,0,0,42.46877078,1.696977186,0
454.8108152,0.5845992693,0,1,0,0,0,0,0,1,0,0,0.4472135955,0.2404945587,1
255.5033827,0.001551123622,0,0,1,0,0,0,0,0,0,0,0,0.198412052,0
253.1281813,0.00166756201,0,0,0,1,0,0,1,0,0,0,234.4042093,1.009111762,0
412.4018444,0.004849989728,1,0,1,0,0,0,0,0,0,0,95.34673565,0.8383192518,0
304.3846604,0.002716119026,1,0,0,0,0,0,0,0,0,0,181.019336,0.8511430223,0
449.2386126,0.04884049468,1,0,0,0,0,1,0,0,0,0,141.5283919,0.4285714286,0
454.4429358,7.80E-06,1,0,0,0,1,0,0,0,1,0,4.889911235,1.534113426,0
452.9662979,0.02461442068,1,0,1,0,0,0,1,0,0,0,14.53457837,1.517034696,0
